instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc,solver_options
capri,4932bc8861fcdaf19256827b7ee229941fa6f2e84f2044b65300326c226fba78,271,353,1767,optimal,,2690.01291376815,2690.0129138,3.185004970873706e-08,1.1840110337516796e-11,1,1,,1,0.0,0,0.044089,0.018273,404,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
d6cube,8cd94ee7783bcbce884acde1f4769f5c79739c9460fe73cb948924e724b02dfa,415,6184,37704,time_limit,time limit 59.9979s reached,318.9999999999998,315.49166667,3.5083333299998003,0.01112020918660102,0,,,0,0.0,0,120.083011,120.026751,125788,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
degen2,755cf6ca5f3a8ed1b8b68372e8d2d3b5efee784ee69b1dada923c6ff04ee0edb,444,534,3978,optimal,,-1435.1779999999997,-1435.178,4.547473508864641e-13,3.168578050154504e-16,1,1,,1,0.0,0,0.390267,0.3587718,5426,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
e226,ddf56486daea52c8592b520aeb83d329223a1b45a3e5a269bd663ef9195bd8d8,223,282,2578,optimal,,-11.638929066370517,-18.751929066,7.112999999629482,0.37932097410321347,0,1,,0,7.113,1,0.036668,0.0101576,359,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
etamacro,41701e1add7af2ed2b21a421ab7271bc867e6bc7ad98ac189748d6522e7d4926,400,688,2409,optimal,,-755.7152331676776,-755.71521774,1.5427677681145724e-05,2.041467118696231e-08,1,0,REJECTED: 1 of 11 checks failed,0,0.0,0,0.041073,0.0174602,571,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
finnis,891821f24a8cd14af78b95bb460a56f0e0b5410a59ad01ab58d9daf3387e7546,497,614,2310,optimal,,172791.06559561155,172790.96547,0.10012561155599542,5.794609184782827e-07,1,1,,1,0.0,0,0.051048,0.0192776,486,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
fit1d,59cee4fedd040a05c05d8410474ee014f42ef910e083689202be708491fe8717,24,1026,13404,optimal,,-9146.37809242094,-9146.3780924,2.09402060136199e-08,2.2894533554237983e-12,1,1,,1,0.0,0,0.074886,0.0396034,739,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
fit2d,1c16c328c0358ab175596bdd6b9a2c5d1cb4bb53b099d5d1f2a208a889c7bafc,25,10500,129018,optimal,,-68464.29329383251,-68464.293294,1.6749254427850246e-07,2.4464218678085877e-12,1,1,,1,0.0,0,6.80691,6.6844122,11872,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
forplan,65ec816c0b3c58ec4d61574df130a3ce464abb42f3d49de21710a787bf3cfdc7,161,421,4563,optimal,,-664.2189612722063,-664.21873953,0.0002217422063495178,3.3383913032387824e-07,1,1,,1,0.0,0,0.1554,0.1257313,2682,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
grow15,ab84e2f83d00c5bd26291e0505f23804b050bc96dc1e576d9da8f04e1f6ed51f,300,645,5620,optimal,,-106870941.29357624,-106870941.29,0.003576233983039856,3.346310924066397e-11,1,1,,1,0.0,0,0.108325,0.0768239,797,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
grow22,671111a1623539730f4caa9366c7eda43fb472137773cd9444dc96ed87f9810e,440,946,8252,optimal,,-160834336.48255044,-160834336.48,0.002550452947616577,1.5857639627429495e-11,1,1,,1,0.0,0,0.181174,0.1502854,1334,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
grow7,6b8734ffdf991a36f17cfddf306834a4a3ced3e17964cac9fa2983a043906cd4,140,301,2612,optimal,,-47787811.81471154,-47787811.815,0.00028845667839050293,6.0361976712221e-12,1,1,,1,0.0,0,0.038228,0.0109907,271,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
israel,96564e1fddcbb6e3d46447fceb54b9d18260b95e95075c3a19f5812f9bf5ceeb,174,142,2269,optimal,,-896644.8218630463,-896644.82186,3.0462397262454033e-06,3.397376142680759e-12,1,1,,1,0.0,0,0.040425,0.0134845,206,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
kb2,f0eb647d1d9aac84f49d88662b6b02c6cecc04496e5435be733eced36d7f48f2,43,41,286,optimal,,-1749.9001299062047,-1749.9001299,6.20480022917036e-09,3.545802485039498e-12,1,1,,1,0.0,0,0.030576,0.0018595,52,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
lotfi,fcb90a1b5e02b2eae67adacd0937a073d420ca92ac6af514ee13a348d7f31623,153,308,1078,optimal,,-25.26470606188002,-25.264706062,1.1997869364677172e-10,4.7488656053366325e-12,1,1,,1,0.0,0,0.03052,0.0036346,203,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
pilot4,67e872aae722a493f5c2c8f88e3d70d093eea116093874ea43852c864a687cba,410,1000,5141,optimal,,-2581.1392588556873,-2581.1392641,5.244312887953129e-06,2.0317822292249433e-09,1,1,,1,0.0,0,0.170544,0.1339843,1257,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
recipe,277b34645cc89526db4a3365fa781ce28aa9768a65c4f301416a8a05c934af61,91,180,663,optimal,,-266.61600000000027,-266.616,2.8421709430404007e-13,1.0660166468030429e-15,1,1,,1,0.0,0,0.02602,0.0010351,45,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
sc105,062d034400be956757316a9bde8e6de3d221a88fb5dc502def743f1883e23ec3,105,103,280,optimal,,-52.202061211707225,-52.202061212,2.927720288425917e-10,5.608438096986301e-12,1,1,,1,0.0,0,0.026589,0.0014648,89,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
sc205,bcecc8d8cafd08c6d97cf8e39a740f5d777e317600bb9f6f158f2ceb550005f9,205,203,551,optimal,,-52.20206121170719,-52.202061212,2.928075559793797e-10,5.609118666602963e-12,1,1,,1,0.0,0,0.024728,0.0048459,205,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,,-64.57507705856445,-64.575077059,4.355484861662262e-10,6.744838814025429e-12,1,1,,1,0.0,0,0.024755,0.0009367,40,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,,-70.0,-70.0,0.0,0.0,1,1,,1,0.0,0,0.024685,0.0008997,45,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,,-14753433.06076853,-14753433.061,0.00023147091269493103,1.568929155254131e-11,1,1,,1,0.0,0,0.053402,0.02529,557,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,,-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.027016,0.002525,131,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,optimal,,18416.759028348937,18416.759028,3.4893673728220165e-07,1.89466961451629e-11,1,1,,1,0.0,0,0.048732,0.0198363,536,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,,1878.1248227381075,1878.1248227,3.810737325693481e-08,2.0290117459898906e-11,1,1,,1,0.0,0,0.036104,0.0113096,292,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,,904.2969538007918,904.29998619,0.003032389208215136,3.3533000713526593e-06,0,1,,0,0.0,0,0.070533,0.0454992,798,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,,8.666666674333365,8.6666666743,3.3365310514454904e-11,3.849843517507819e-12,1,1,,1,0.0,0,0.041969,0.0075626,258,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,,50.500000078262374,50.500000078,2.623750106067746e-10,5.195544756465785e-12,1,1,,1,0.0,0,0.042683,0.0183449,488,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,,904.9999999254643,904.99999993,4.535650077741593e-09,5.011768042091069e-12,1,1,,1,0.0,0,0.184044,0.1471146,1636,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,,1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.056652,0.018582,321,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
share1b,fafdf8b5e3d50d27f5eff40e46eb104d1e614bf2721cb5be38081f1678dbd562,117,225,1151,optimal,,-76589.31857918545,-76589.318579,1.8544960767030716e-07,2.4213507981406107e-12,1,1,,1,0.0,0,0.021008,0.0037824,209,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,,-415.7322407414196,-415.73224074,1.4196075426298194e-09,3.4147160203474462e-12,1,1,,1,0.0,0,0.032672,0.0016383,102,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
ship04l,e7c46bfd6492a400220cf1f5f093f264901fd0e8534dd8cbb060d491612dc881,402,2118,6332,optimal,,1793324.537970356,1793324.538,2.964399755001068e-05,1.6530191229676178e-11,1,1,,1,0.0,0,0.065966,0.0333991,553,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
ship04s,2ed2828b251173a05004349121cd9a271a3434bf2efe4e1b70d7e0bdf2d76f94,402,1458,4352,optimal,,1798714.700445392,1798714.7004,4.539196379482746e-05,2.523577740524006e-11,1,1,,1,0.0,0,0.043818,0.0185928,396,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
stair,30a16ec0d02cf6c490495340d2a718f533d8e5d88f839693eb4bc06671bd8649,356,467,3856,optimal,,-251.2669511929553,-251.26695119,2.955317768282839e-09,1.1761665249991922e-11,1,1,,1,0.0,0,0.066006,0.0417429,606,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
standata,a513e8587cb8d72ac1f6fb07b33642a212f55646fb2c04521cdfd04b959c6fb1,359,1075,3031,optimal,,1257.6995,1257.6995,0.0,0.0,1,1,,1,0.0,0,0.034561,0.0046731,47,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
standmps,93bd6bc6251b7fee0f943e1c69a7b7e836b4b34e4c011c1a871be66a1cb7e00d,467,1075,3679,optimal,,1406.0175,1406.0175,0.0,0.0,1,1,,1,0.0,0,0.033742,0.0083209,189,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
stocfor1,98e1cb3940233e044e3d0e50869539087acdf8f0862916f777e553afc705ba90,117,111,447,optimal,,-41131.976219436416,-41131.976219,4.3641921365633607e-07,1.0610217494357637e-11,1,1,,1,0.0,0,0.02393,0.0010815,64,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
tuff,768782d2ab2d7d044061f56ba54ddd53cf5ea0666a965edd33d48803098e15e2,333,587,4520,optimal,,0.2921477650936128,0.29214776509,3.612776744432722e-12,3.612776744432722e-12,1,1,,1,0.0,0,0.073172,0.0435103,986,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
wood1p,af3cac48f0727f1d9e1f1ecfa6de30168678800b39e38a808b5df90a48d61330,244,2594,70215,optimal,,1.44290241157341,1.4429024116,2.6590063484377424e-11,1.8428178697748754e-11,1,1,,1,0.0,0,0.324389,0.2281564,879,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:12:51+00:00,pricing=devex ratio_test=harris
